"INST
CODE",INSTITUTE NAME,PLACE,DIST,COED,TYPE,"YEAR OF
ESTB",BRANCH NAME,,"OC
BOYS","OC
GIRLS","BC_A
BOYS","BC_A
GIRLS","BC_B
BOYS","BC_B
GIRLS","BC_C
BOYS","BC_C
GIRLS","BC_D
BOYS","BC_D
GIRLS","BC_E
BOYS","BC_E
GIRLS","SC
BOYS","SC
GIRLS","ST
BOYS","ST
GIRLS","EWS
GEN OU","EWS
GIRLS OU","TUITION
FEE",AFFILIATED
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,CSE,,15023,16880,34446,39434,27080,29128,41213,55188,24342,24342,30717,55493,45902,53144,34751,50481,17260,18436,103000,JNTUH
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,CSM,,23063,25928,52961,80508,35770,41225,66216,66216,31174,33620,56662,70079,66687,94847,57588,104301,23063,25928,103000,JNTUH
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,CSO,,21033,22692,77836,80716,58062,78035,72963,72963,68393,79177,52937,52937,117718,118263,83084,84419,35220,44692,103000,JNTUH
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,ECE,,20599,34338,92466,92466,72405,89064,61188,61188,60158,61532,78113,78113,89981,116592,48841,110913,42205,44312,103000,JNTUH
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,EEE,,54835,54835,121123,121123,99127,99127,54835,54835,98480,98480,54835,54835,119988,119988,116194,116194,54835,82546,103000,JNTUH
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,INF,,17197,20334,58205,58205,36289,36289,17197,20334,33160,35469,45179,45179,57145,96948,44112,101906,22525,22612,103000,JNTUH
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,MEC,,120827,120827,120827,120827,120827,120827,120827,120827,120827,120827,120827,120827,120827,120827,120827,120827,120827,120827,103000,JNTUH
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,MIN,,39243,68497,39243,68497,121054,121054,39243,68497,39243,68497,39243,68497,118470,118470,94103,97106,39243,68497,103000,JNTUH
MREM,"MALLA REDDY ENGINEERING
COLLEGE AND MANAGEMENT
SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CIV,,68504,68504,68504,68504,68504,68504,68504,68504,68504,68504,68504,68504,118676,118676,76959,76959,68504,68504,60000,JNTUH
MREM,"MALLA REDDY ENGINEERING
COLLEGE AND MANAGEMENT
SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CSC,,34132,75772,84319,84319,114092,114092,34132,75772,108731,111926,112538,112538,118722,119666,79359,79396,98692,98692,60000,JNTUH
MREM,"MALLA REDDY ENGINEERING
COLLEGE AND MANAGEMENT
SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CSD,,32326,73283,94687,107433,114559,114746,109160,109160,110802,110802,111488,111488,119569,119882,113785,113785,76244,76244,60000,JNTUH
MREM,"MALLA REDDY ENGINEERING
COLLEGE AND MANAGEMENT
SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CSE,,31468,32855,86392,88796,66858,82834,31468,32855,45299,56311,71687,73333,84259,111772,66078,66078,45062,52416,60000,JNTUH
MREM,"MALLA REDDY ENGINEERING
COLLEGE AND MANAGEMENT
SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CSM,,55643,55643,111289,111853,110264,110264,55643,100343,86516,112807,113497,113497,68239,94665,83070,104479,72458,94291,60000,JNTUH
MREM,"MALLA REDDY ENGINEERING
COLLEGE AND MANAGEMENT
SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CSO,,42687,59870,42687,90415,42687,88362,42687,59870,42687,86640,42687,59870,81837,106353,82720,82720,42687,100291,60000,JNTUH
MREM,"MALLA REDDY ENGINEERING
COLLEGE AND MANAGEMENT
SCIENCES",MEDCHAL,MDL,COED,PVT,2008,ECE,,59865,59865,107616,107616,59865,59865,59865,59865,72723,96340,111467,111467,119739,120711,120345,120345,111013,111013,60000,JNTUH
MREM,"MALLA REDDY ENGINEERING
COLLEGE AND MANAGEMENT
SCIENCES",MEDCHAL,MDL,COED,PVT,2008,EEE,,103493,103493,103493,103493,103493,103493,103493,103493,103493,103493,103493,103493,103493,103493,103493,103493,103493,103493,60000,JNTUH
MREM,"MALLA REDDY ENGINEERING
COLLEGE AND MANAGEMENT
SCIENCES",MEDCHAL,MDL,COED,PVT,2008,INF,,59322,59322,114781,114781,109516,109516,59322,59322,95844,100719,109735,109735,119164,120583,112210,112210,91780,92824,60000,JNTUH
MREM,"MALLA REDDY ENGINEERING
COLLEGE AND MANAGEMENT
SCIENCES",MEDCHAL,MDL,COED,PVT,2008,MEC,,64179,64179,64179,64179,64179,64179,64179,64179,64179,64179,64179,64179,64179,64179,64179,64179,64179,64179,60000,JNTUH
MRET,"MALLAREDDY INST OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,CSD,,53847,58301,97843,97843,76914,113809,53847,58301,73970,80775,101668,101668,119301,119301,117839,119473,65484,69094,60000,JNTUH
MRET,"MALLAREDDY INST OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,CSE,,35648,36920,80530,83355,54839,72583,68297,111511,44705,48343,63811,76630,94470,98727,67058,90609,49662,49708,60000,JNTUH
MRET,"MALLAREDDY INST OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,CSM,,48022,48022,107642,113990,75985,111334,48022,48022,69779,69779,111585,111585,118882,118882,115959,115959,64017,64017,60000,JNTUH
MRET,"MALLAREDDY INST OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,ECE,,86107,87554,106666,106666,101388,101388,86107,87554,108964,108964,108016,108016,108734,108734,86107,119452,86107,87554,60000,JNTUH
MRET,"MALLAREDDY INST OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,INF,,41428,46632,84592,106239,88391,88391,67693,67693,77165,87353,113428,113428,120063,120557,115429,115824,55043,55043,60000,JNTUH
MREW,"MALLA REDDY COLLEGE OF
ENGINEERING FOR WOMEN",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSE,,NA,41960,NA,114052,NA,78212,NA,80681,NA,57036,NA,92383,NA,118053,NA,121239,NA,58730,60000,JNTUH
MREW,"MALLA REDDY COLLEGE OF
ENGINEERING FOR WOMEN",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,ECE,,NA,102131,NA,111996,NA,113374,NA,102131,NA,114540,NA,106218,NA,118624,NA,102131,NA,111438,60000,JNTUH
MRIT,"MALLAREDDY INST OF
TECHNOLOGY AND SCI",MAISAMMAGUDA,MDL,COED,PVT,2005,CSC,,55664,55664,93974,93974,109451,114114,55664,55664,77849,101885,91483,91483,118168,118830,118459,118459,55664,55664,65000,JNTUH
MRIT,"MALLAREDDY INST OF
TECHNOLOGY AND SCI",MAISAMMAGUDA,MDL,COED,PVT,2005,CSD,,121134,121134,121134,121134,121134,121134,121134,121134,121134,121134,121134,121134,121134,121134,121134,121134,121134,121134,65000,JNTUH
MRIT,"MALLAREDDY INST OF
TECHNOLOGY AND SCI",MAISAMMAGUDA,MDL,COED,PVT,2005,CSE,,32601,32601,89430,89430,67132,76683,51919,58135,51672,55406,64693,66318,100476,110071,82639,82639,54194,60400,65000,JNTUH
MRIT,"MALLAREDDY INST OF
TECHNOLOGY AND SCI",MAISAMMAGUDA,MDL,COED,PVT,2005,CSM,,71828,71828,114922,114922,114562,114562,71828,71828,94329,105523,74729,74729,117583,119493,98966,114774,71828,114065,65000,JNTUH
MRIT,"MALLAREDDY INST OF
TECHNOLOGY AND SCI",MAISAMMAGUDA,MDL,COED,PVT,2005,ECE,,78870,78870,113843,113843,108560,108560,78870,78870,101686,114011,93381,93381,119672,119672,118606,118606,100419,105727,65000,JNTUH
MRIT,"MALLAREDDY INST OF
TECHNOLOGY AND SCI",MAISAMMAGUDA,MDL,COED,PVT,2005,INF,,44105,47909,98781,114681,76890,97288,62753,114809,102784,102784,60651,90490,119148,120713,117600,117600,54933,74433,65000,JNTUH
MRTN,"ST MARTINS ENGINEERING
COLLEGE (AUTONOMOUS)",DHULAPALLY,MDL,COED,PVT,2002,AID,,37530,41424,98948,98948,49814,61077,37530,41424,52699,60860,81774,81774,118815,120050,120119,120119,37622,54864,80000,JNTUH
MRTN,"ST MARTINS ENGINEERING
COLLEGE (AUTONOMOUS)",DHULAPALLY,MDL,COED,PVT,2002,AIM,,36214,36214,115094,115094,71721,101469,36214,42615,52295,57958,81352,81352,117987,117987,116060,116060,43738,52676,80000,JNTUH
MRTN,"ST MARTINS ENGINEERING
COLLEGE (AUTONOMOUS)",DHULAPALLY,MDL,COED,PVT,2002,CIV,,91042,91042,109198,109198,91042,91042,91042,91042,91042,91042,91042,91042,116372,116372,91042,91042,91042,91042,80000,JNTUH
MRTN,"ST MARTINS ENGINEERING
COLLEGE (AUTONOMOUS)",DHULAPALLY,MDL,COED,PVT,2002,CSE,,23259,23478,50268,51037,40245,40245,90813,90813,33256,33256,48810,110734,66203,73988,43401,107166,28765,28765,80000,JNTUH
MRTN,"ST MARTINS ENGINEERING
COLLEGE (AUTONOMOUS)",DHULAPALLY,MDL,COED,PVT,2002,CSG,,49848,49848,111188,111188,113493,115241,49848,49848,109465,109465,96650,96650,116422,116422,81383,81383,66001,66001,80000,JNTUH
MRTN,"ST MARTINS ENGINEERING
COLLEGE (AUTONOMOUS)",DHULAPALLY,MDL,COED,PVT,2002,CSM,,23552,24501,48411,48411,41829,52851,23552,57574,35124,56480,74652,74652,84064,88933,47876,47876,30185,30185,80000,JNTUH
MRTN,"ST MARTINS ENGINEERING
COLLEGE (AUTONOMOUS)",DHULAPALLY,MDL,COED,PVT,2002,ECE,,51417,63919,112394,113927,114086,114086,63199,63919,90902,113689,111514,111514,120542,121459,120067,121319,63624,63919,80000,JNTUH
MRTN,"ST MARTINS ENGINEERING
COLLEGE (AUTONOMOUS)",DHULAPALLY,MDL,COED,PVT,2002,EEE,,71562,71562,71562,71562,107954,107954,71562,71562,71562,114439,71562,71562,105950,120079,120467,120467,71562,71562,80000,JNTUH
MRTN,"ST MARTINS ENGINEERING
COLLEGE (AUTONOMOUS)",DHULAPALLY,MDL,COED,PVT,2002,INF,,41750,41750,109172,114349,68782,77478,41750,56064,65245,72371,68116,74451,120266,120401,100445,115265,43382,45477,80000,JNTUH
MRTN,"ST MARTINS ENGINEERING
COLLEGE (AUTONOMOUS)",DHULAPALLY,MDL,COED,PVT,2002,MEC,,48927,48927,48927,48927,48927,48927,48927,48927,84346,84346,112532,112532,116909,116909,48927,48927,48927,48927,80000,JNTUH
MTEC,"MOTHER THERESA COLLEGE OF
ENGG AND TECHNOLOGY",PEDDAPALLY,PDL,COED,PVT,1999,CSE,,63508,65051,110460,110460,97207,103508,63508,65051,110350,110350,98372,98372,118135,118135,112243,112243,63508,110837,61000,JNTUH
MTEC,"MOTHER THERESA COLLEGE OF
ENGG AND TECHNOLOGY",PEDDAPALLY,PDL,COED,PVT,1999,CSI,,65264,65264,104503,120826,118844,118844,65264,65264,121078,121083,119192,119192,120462,121446,110573,116841,65264,65264,61000,JNTUH
MTEC,"MOTHER THERESA COLLEGE OF
ENGG AND TECHNOLOGY",PEDDAPALLY,PDL,COED,PVT,1999,CSM,,67686,99665,85216,104270,107359,110883,97775,99665,67686,99665,102550,102550,92520,107074,103628,103628,84811,99665,61000,JNTUH
MTEC,"MOTHER THERESA COLLEGE OF
ENGG AND TECHNOLOGY",PEDDAPALLY,PDL,COED,PVT,1999,ECE,,73171,73171,73171,73171,73171,73171,73171,73171,100385,100385,73171,107448,118170,119936,98747,117774,73171,73171,61000,JNTUH
MTEC,"MOTHER THERESA COLLEGE OF
ENGG AND TECHNOLOGY",PEDDAPALLY,PDL,COED,PVT,1999,EEE,,84665,84665,84665,84665,96903,96903,84665,89983,84665,84665,84665,84665,114384,114384,113139,113139,84665,84665,61000,JNTUH
MTEC,"MOTHER THERESA COLLEGE OF
ENGG AND TECHNOLOGY",PEDDAPALLY,PDL,COED,PVT,1999,MEC,,91875,91875,91875,91875,91875,103069,91875,91875,91875,91875,91875,91875,91875,91875,91875,91875,91875,91875,61000,JNTUH
MVSR,"M V S R ENGINEERING COLLEGE
(AUTONOMOUS)",NADERGUL,RR,COED,PVT,1981,AUT,,120047,120047,120047,120047,120047,120047,120047,120047,120047,120047,120047,120047,120047,120047,120047,120047,120047,120047,125000,OU
MVSR,"M V S R ENGINEERING COLLEGE
(AUTONOMOUS)",NADERGUL,RR,COED,PVT,1981,CIV,,33328,33328,90322,116115,74763,118011,75788,75788,93323,105984,93094,99281,116199,118893,72677,111707,37298,106415,125000,OU
MVSR,"M V S R ENGINEERING COLLEGE
(AUTONOMOUS)",NADERGUL,RR,COED,PVT,1981,CSE,,4924,7930,21589,23211,11707,12843,4924,37898,10510,10510,16268,28566,22302,22302,10824,26408,8330,8653,125000,OU
MVSR,"M V S R ENGINEERING COLLEGE
(AUTONOMOUS)",NADERGUL,RR,COED,PVT,1981,ECE,,17794,18011,39085,65875,34067,34105,18255,18255,28406,30046,54024,54024,69027,73195,37868,37997,20308,20308,125000,OU
MVSR,"M V S R ENGINEERING COLLEGE
(AUTONOMOUS)",NADERGUL,RR,COED,PVT,1981,EEE,,12782,20113,112767,113378,103597,104456,50121,50121,110371,111693,70726,113788,99585,120379,70537,101417,80412,80745,125000,OU
MVSR,"M V S R ENGINEERING COLLEGE
(AUTONOMOUS)",NADERGUL,RR,COED,PVT,1981,INF,,10964,11895,31264,36438,18805,19986,10964,57575,15904,19680,24815,37952,46550,53011,28937,55235,11769,11895,125000,OU
MVSR,"M V S R ENGINEERING COLLEGE
(AUTONOMOUS)",NADERGUL,RR,COED,PVT,1981,MEC,,25044,103832,97489,105364,108199,108199,25044,103832,78020,103832,96291,112270,121453,121453,106958,120505,25044,103832,125000,OU
NCOP,"NALANDA COLLEGE OF
PHARMACY",NALGONDA,NLG,COED,PVT,1995,PHM,,114700,114700,114700,114700,114700,114700,114700,114700,114700,114700,114700,114700,114700,114700,114700,114700,114700,114700,55000,JNTUH
NETW,"NOBLE COLLEGE OF ENGG
TECHNOLOGY FOR WOMEN",NADERGUL,RR,GIRLS,PVT,2008,CSE,,NA,99063,NA,99063,NA,103582,NA,99063,NA,99063,NA,99063,NA,99063,NA,121284,NA,99063,40000,JNTUH
NGIT,"NEIL GOGTE INST OF
TECHNOLOGY","KACHIVANI
SINGARAM",MDL,COED,PVT,2018,CSE,,12837,13027,42051,63764,16760,21499,64142,64142,18397,24784,47964,89171,82634,101502,53632,98234,13636,16576,70000,OU
NGIT,"NEIL GOGTE INST OF
TECHNOLOGY","KACHIVANI
SINGARAM",MDL,COED,PVT,2018,CSM,,14332,14628,49681,77697,22532,29049,14332,92502,27558,27558,38992,107005,116231,116231,83273,84321,15166,16733,70000,OU
NGMA,NIGAMA ENGINEERING COLLEGE,KARIMNAGAR,KRM,COED,PVT,2008,CSE,,118137,118137,118137,118137,118137,118137,118137,118137,118137,118137,118137,118137,118137,118137,118137,118137,118137,118137,47000,JNTUH
NIET,"NETAJI INSTITUTE OF
ENGINEERING AND TECHNOLOGY",CHOUTUPPAL,YBG,COED,PVT,2004,CIV,,84348,84348,84348,84348,84348,84348,84348,84348,84348,84348,84348,84348,84348,84348,84348,84348,84348,84348,42000,JNTUH
NIET,"NETAJI INSTITUTE OF
ENGINEERING AND TECHNOLOGY",CHOUTUPPAL,YBG,COED,PVT,2004,CSE,,121222,121222,121222,121222,121222,121222,121222,121222,121222,121222,121222,121222,121222,121222,121222,121222,121222,121222,42000,JNTUH
NNRG,"NALLA NARASIMHA REDDY EDNL
SOC GRP OF INSTNS
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2009,CIV,,116689,116689,116689,116689,116689,116689,116689,116689,116689,116689,116689,116689,116689,116689,116689,116689,116689,116689,83000,JNTUH
NNRG,"NALLA NARASIMHA REDDY EDNL
SOC GRP OF INSTNS
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2009,CSD,,53388,53388,95892,95892,103188,110992,53388,53388,70405,79289,104677,114971,119443,119443,73548,83287,72512,72512,83000,JNTUH
NNRG,"NALLA NARASIMHA REDDY EDNL
SOC GRP OF INSTNS
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2009,CSE,,40265,40265,80848,80848,60241,70549,65215,65215,58357,58357,62886,110225,106345,117661,77130,114101,49297,49297,83000,JNTUH
NNRG,"NALLA NARASIMHA REDDY EDNL
SOC GRP OF INSTNS
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2009,CSM,,56141,56141,89299,89299,86925,89152,79297,79297,75830,92024,65784,65784,92373,92373,109207,109207,61568,61568,83000,JNTUH
NNRG,"NALLA NARASIMHA REDDY EDNL
SOC GRP OF INSTNS
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2009,ECE,,83620,99163,99166,99166,97388,114693,88279,99163,111399,113915,110609,111880,120824,120957,117144,119642,105762,110824,83000,JNTUH
NNRG,"NALLA NARASIMHA REDDY EDNL
SOC GRP OF INSTNS
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2009,EEE,,110001,110001,110001,110001,110001,110001,110001,110001,110001,110001,110001,110001,110001,110001,110001,110001,110001,110001,83000,JNTUH
NNRG,"NALLA NARASIMHA REDDY EDNL
SOC GRP OF INSTNS
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2009,INF,,46085,81652,102563,113149,90602,99964,92257,112194,96876,108558,107471,107471,121244,121244,101532,121267,74080,81652,83000,JNTUH
NNRG,"NALLA NARASIMHA REDDY EDNL
SOC GRP OF INSTNS
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2009,MEC,,115187,115187,115187,115187,115187,115187,115187,115187,115187,115187,115187,115187,115187,115187,115187,115187,115187,115187,83000,JNTUH
NRCM,"NARSIMHAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,CIV,,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,68000,JNTUH
NRCM,"NARSIMHAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,CSC,,59436,60949,87377,105050,108014,108014,64476,64476,64972,85754,91706,91706,121317,121317,116062,116062,59436,60949,68000,JNTUH
NRCM,"NARSIMHAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,CSD,,46600,63876,83713,102928,97975,101569,46600,63876,76421,82880,103393,103393,116698,116698,69518,81558,66016,75812,68000,JNTUH
NRCM,"NARSIMHAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,CSE,,37394,40831,71345,110759,64572,85071,59959,59959,59648,65049,93533,98202,114219,114748,91644,115975,47500,55858,68000,JNTUH
NRCM,"NARSIMHAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,CSM,,49343,49343,101433,108130,108846,108846,49343,49343,72908,98025,109657,111042,120791,120791,117813,117813,68181,68181,68000,JNTUH
NRCM,"NARSIMHAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,ECE,,88399,88399,111502,111502,113722,113722,88399,88399,106906,106906,109123,109123,113089,118949,118240,118240,96636,96636,68000,JNTUH
NRCM,"NARSIMHAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,EEE,,119603,119603,119603,119603,119603,119603,119603,119603,119603,119603,119603,119603,119603,119603,119603,119603,119603,119603,68000,JNTUH
NRCM,"NARSIMHAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,MEC,,98282,98282,98282,98282,98282,98282,98282,98282,98282,98282,98282,98282,98282,98282,98282,98282,98282,98282,68000,JNTUH
NREC,"NALLAMALLA REDDY
ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2001,AID,,70623,70623,96143,101707,92069,101449,70623,70623,95862,111254,102912,102912,121017,121017,117259,117259,70623,70623,86000,JNTUH
NREC,"NALLAMALLA REDDY
ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2001,CIV,,92162,92162,92162,92162,92162,92162,92162,92162,92162,92162,92162,92162,92162,92162,92162,92162,92162,92162,86000,JNTUH
NREC,"NALLAMALLA REDDY
ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2001,CSE,,34072,34072,72739,83910,57847,68578,34072,64257,50067,57395,52728,97387,96215,116451,81215,117878,36700,49088,86000,JNTUH
NREC,"NALLAMALLA REDDY
ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2001,CSM,,63579,63579,87515,95341,81433,84370,72370,72370,67478,89792,107013,107013,120973,120973,118087,118151,63579,63579,86000,JNTUH
NREC,"NALLAMALLA REDDY
ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2001,ECE,,49363,52306,104121,104121,114997,114997,49363,52306,110025,114454,92017,92017,121324,121340,118654,119251,82357,83525,86000,JNTUH
NREC,"NALLAMALLA REDDY
ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2001,EEE,,93191,93191,93191,93191,93191,93191,93191,93191,93191,93191,93191,93191,93191,93191,93191,93191,93191,93191,86000,JNTUH
NREC,"NALLAMALLA REDDY
ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2001,MEC,,91837,91837,91837,91837,91837,91837,91837,91837,91837,91837,91837,91837,91837,91837,91837,91837,91837,91837,86000,JNTUH
OUCE,"O U COLLEGE OF ENGG
HYDERABAD",HYDERABAD,HYD,COED,UNIV,1925,BME,,11999,20262,28530,29429,32900,32900,11999,20262,29307,29307,26397,38366,42578,42578,32305,32305,27920,27920,35000,OU
OUCE,"O U COLLEGE OF ENGG
HYDERABAD",HYDERABAD,HYD,COED,UNIV,1925,CIV,,10908,10908,19019,19019,17542,17542,10908,10908,14753,14753,10908,22836,18401,18401,17400,17400,17486,18552,35000,OU
OUCE,"O U COLLEGE OF ENGG
HYDERABAD",HYDERABAD,HYD,COED,UNIV,1925,CSE,,1140,1386,1548,4554,1339,1669,3380,3380,2035,2631,1140,1647,7168,7168,6062,6062,1291,1781,35000,OU
OUCE,"O U COLLEGE OF ENGG
HYDERABAD",HYDERABAD,HYD,COED,UNIV,1925,ECE,,2435,2610,4872,4872,3291,5617,2435,2610,3658,3658,8318,8318,8712,10314,9381,11117,2973,2994,35000,OU
OUCE,"O U COLLEGE OF ENGG
HYDERABAD",HYDERABAD,HYD,COED,UNIV,1925,EEE,,4598,4598,10932,11274,8231,10449,7410,7410,8827,8827,16309,16309,12172,13725,11218,15148,8634,9109,35000,OU
OUCE,"O U COLLEGE OF ENGG
HYDERABAD",HYDERABAD,HYD,COED,UNIV,1925,MEC,,9590,9590,18772,54870,15064,20644,9590,9590,13213,21139,22471,36022,18028,33608,19973,21255,12043,28255,35000,OU
OUCESF,"O U COLLEGE OF ENGG
HYDERABAD - SELF FINANCE",HYDERABAD,HYD,COED,SF,1925,AIM,,3038,3924,6703,8310,4868,4868,3038,3924,4443,4443,6293,43095,16575,16575,14591,33826,3038,5311,120000,OU
OUCESF,"O U COLLEGE OF ENGG
HYDERABAD - SELF FINANCE",HYDERABAD,HYD,COED,SF,1925,MIN,,38154,118551,105165,118551,119201,119201,70384,118551,105184,118551,55197,118551,95185,118551,92891,118551,42463,118551,100000,OU
OUCT,"O U COLLEGE OF TECH
HYDERABAD",HYDERABAD,HYD,COED,UNIV,1969,CHE,,16743,16743,49213,91086,40661,45544,16743,16743,21556,23997,30324,30324,45083,45083,36706,44617,25296,69335,35000,OU
OUCT,"O U COLLEGE OF TECH
HYDERABAD",HYDERABAD,HYD,COED,UNIV,1969,FDT,,14411,22765,34804,43241,33008,87337,14411,22765,38373,38373,35063,35063,36410,60485,45807,53228,48926,65615,35000,OU
OUCT,"O U COLLEGE OF TECH
HYDERABAD",HYDERABAD,HYD,COED,UNIV,1969,TEX,,110136,110136,110136,110136,110136,110136,110136,110136,110136,110136,110136,110136,110136,110136,110136,110136,110136,110136,35000,OU
OUCTSF,"O U COLLEGE OF TECH
HYDERABAD - SELF FINANCE",HYDERABAD,HYD,COED,SF,1969,FDT,,37974,37974,37974,45731,117540,117540,76720,76720,121370,121370,37974,37974,112050,119076,112095,112095,83785,94327,70000,OU
OUCTSF,"O U COLLEGE OF TECH
HYDERABAD - SELF FINANCE",HYDERABAD,HYD,COED,SF,1969,TEX,,36408,36408,107239,107239,81715,108074,36408,36408,77800,77800,95723,95723,115553,115553,55693,116992,97311,97311,70000,OU
PALV,PALLAVI ENGINEERING COLLEGE,KUNTLOOR,RR,COED,PVT,2009,CIV,,71480,71480,71480,71480,71480,92894,71480,71480,71480,71480,71480,71480,101290,101290,75526,75526,71480,71480,50000,JNTUH
PALV,PALLAVI ENGINEERING COLLEGE,KUNTLOOR,RR,COED,PVT,2009,CSC,,77215,77215,106081,106081,80064,112197,77215,77215,106403,109190,114201,114201,119682,119682,104197,104197,96248,107033,50000,JNTUH
PALV,PALLAVI ENGINEERING COLLEGE,KUNTLOOR,RR,COED,PVT,2009,CSD,,50677,50677,102430,114724,105232,111295,50677,74813,83503,86557,91985,91985,120989,120989,100875,121085,100715,103161,50000,JNTUH
PALV,PALLAVI ENGINEERING COLLEGE,KUNTLOOR,RR,COED,PVT,2009,CSE,,47478,47478,91542,92084,91651,91651,47478,47478,78340,111439,109018,109018,117646,117866,72919,120142,80327,97714,50000,JNTUH
PALV,PALLAVI ENGINEERING COLLEGE,KUNTLOOR,RR,COED,PVT,2009,ECE,,68125,68125,110865,119521,99709,120885,101164,101164,118607,118607,118633,118633,119458,119458,117643,117643,68125,68125,50000,JNTUH
PALV,PALLAVI ENGINEERING COLLEGE,KUNTLOOR,RR,COED,PVT,2009,EEE,,119266,119266,119266,119266,119266,119266,119266,119266,119266,119266,119266,119266,119266,119266,119266,119266,119266,119266,50000,JNTUH
PETW,"PRINCETON INST OF ENGG TECH
FOR WOMEN",GHATKESAR,MDL,GIRLS,PVT,2009,CIV,,NA,67598,NA,116947,NA,120836,NA,67598,NA,67598,NA,104457,NA,121165,NA,118411,NA,73904,62000,JNTUH
PETW,"PRINCETON INST OF ENGG TECH
FOR WOMEN",GHATKESAR,MDL,GIRLS,PVT,2009,CSC,,NA,57863,NA,113834,NA,115112,NA,111035,NA,115178,NA,101057,NA,120671,NA,112442,NA,57863,62000,JNTUH
PETW,"PRINCETON INST OF ENGG TECH
FOR WOMEN",GHATKESAR,MDL,GIRLS,PVT,2009,CSD,,NA,72018,NA,106986,NA,112242,NA,72018,NA,103978,NA,109231,NA,116002,NA,108144,NA,72018,62000,JNTUH
